file,t,lat,lon,sog,vx,vy,rng_true,brg_true,cell_m,word_c,range_c,rng_obs,brg_obs,nblob,az_ext,r_ext,compact
20230518103009.pol,1684405809,6.9705147,134.1611057,6.534,2.605,-6.011,6145.4,13.208,14.9355,8075.89,403.64,6028.5,13.898,130,24,8,0
20230518103039.pol,1684405839,6.9688935,134.1618244,6.559,2.664,-5.995,5989.0,14.342,14.9355,8110.22,393.05,5870.4,15.406,102,15,8,1
20230518103109.pol,1684405869,6.9672681,134.1625447,6.606,2.722,-6.009,5834.7,15.539,14.9355,8125.87,378.00,5645.6,16.094,138,68,62,0
20230518103139.pol,1684405899,6.9656614,134.1632852,6.542,2.715,-5.969,5685.7,16.817,14.9355,8167.08,373.65,5580.7,17.905,104,103,8,0
20230518103209.pol,1684405929,6.9640535,134.1640201,6.568,2.739,-5.954,5539.4,18.157,14.9355,8175.55,355.92,5315.8,18.277,115,98,60,0
20230518103239.pol,1684405959,6.9624450,134.1647593,6.552,2.698,-5.987,5396.4,19.573,14.9355,38.65,354.49,5294.5,20.699,101,97,60,0
20230518103310.pol,1684405990,6.9607763,134.1655173,6.547,2.700,-6.007,5251.3,21.114,14.9355,72.29,345.92,5166.5,22.177,125,22,9,0
20230518103340.pol,1684406020,6.9591658,134.1662704,6.580,2.793,-5.979,5116.0,22.707,14.9355,113.24,337.15,5035.5,23.976,108,19,9,1
20230518103410.pol,1684406050,6.9575639,134.1670414,6.650,2.869,-5.960,4986.6,24.401,14.9355,150.02,329.20,4916.8,25.593,105,28,11,0
20230518103440.pol,1684406080,6.9559634,134.1678281,6.630,2.919,-5.913,4862.6,26.201,14.9355,198.61,320.73,4790.3,27.728,155,29,8,0
20230518103510.pol,1684406110,6.9543696,134.1686192,6.560,2.896,-5.917,4744.6,28.095,14.9355,237.20,313.21,4678.0,29.424,105,18,7,1
20230518103540.pol,1684406140,6.9527735,134.1693983,6.595,2.416,-6.144,4631.2,30.070,14.9355,265.20,300.79,4492.5,30.654,112,48,55,0
20230518103610.pol,1684406170,6.9510743,134.1699512,6.577,1.918,-6.352,4500.5,31.950,14.9355,324.89,296.69,4431.2,33.277,110,18,8,1
20230518103640.pol,1684406200,6.9493606,134.1704930,6.684,2.081,-6.352,4373.0,33.939,14.9355,377.03,288.27,4305.5,35.569,101,18,7,1
20230518103710.pol,1684406230,6.9476437,134.1710606,6.720,2.135,-6.371,4252.4,36.078,14.9355,424.43,280.60,4190.9,37.652,117,20,9,1
20230518103740.pol,1684406260,6.9459168,134.1716254,6.766,2.111,-6.416,4137.0,38.346,14.9355,475.07,273.32,4082.1,39.877,99,18,7,1
20230518103810.pol,1684406290,6.9441891,134.1722071,6.803,2.131,-6.435,4029.6,40.760,14.9355,537.65,266.42,3979.1,42.627,119,24,7,0
20230518103841.pol,1684406321,6.9424120,134.1728224,6.756,2.194,-6.353,3928.4,43.396,14.9355,596.46,260.17,3885.7,45.212,99,18,7,1
20230518103911.pol,1684406351,6.9406965,134.1734269,6.771,2.224,-6.353,3839.7,46.079,14.9355,656.69,254.82,3805.9,47.858,122,21,8,0
20230518103941.pol,1684406381,6.9389822,134.1740377,6.695,2.274,-6.336,3760.5,48.888,14.9355,720.19,250.20,3736.8,50.649,106,19,7,1
20230518104011.pol,1684406411,6.9372780,134.1746629,6.692,2.294,-6.317,3692.6,51.812,14.9355,791.58,245.96,3673.5,53.786,101,19,7,1
20230518104041.pol,1684406441,6.9355722,134.1752795,6.779,2.302,-6.327,3633.8,54.830,14.9355,863.61,242.48,3621.6,56.951,117,21,7,0
20230518104111.pol,1684406471,6.9338667,134.1759102,6.753,2.333,-6.335,3586.7,57.952,14.9355,932.06,239.67,3579.6,59.960,106,20,8,1
20230518104141.pol,1684406501,6.9321619,134.1765470,6.659,2.389,-6.301,3551.2,61.152,14.9355,1008.13,237.95,3553.9,63.303,93,20,6,1
20230518104211.pol,1684406531,6.9304464,134.1771392,6.718,1.839,-6.478,3522.0,64.388,14.9355,1080.47,235.49,3517.2,66.482,106,19,7,1
20230518104241.pol,1684406561,6.9286890,134.1775987,6.793,1.674,-6.547,3488.9,67.648,14.9355,1154.87,233.90,3493.4,69.751,131,29,7,0
20230518104311.pol,1684406591,6.9269214,134.1780616,6.804,1.792,-6.545,3467.2,70.978,14.9355,1234.28,232.92,3478.8,73.241,136,28,6,0
20230518104341.pol,1684406621,6.9251531,134.1785469,6.811,1.825,-6.554,3459.7,74.352,14.9355,1305.74,233.33,3484.9,76.381,108,18,7,1
20230518104412.pol,1684406652,6.9233230,134.1790531,6.835,1.815,-6.584,3465.1,77.847,14.9355,1389.06,234.10,3496.4,80.043,128,24,6,0
20230518104442.pol,1684406682,6.9215503,134.1795467,6.855,1.778,-6.582,3482.9,81.212,14.9355,1466.24,235.54,3517.9,83.434,76,14,7,1
20230518104512.pol,1684406712,6.9197958,134.1800315,6.532,1.764,-6.316,3511.8,84.496,14.9355,1535.62,238.21,3557.8,86.483,79,16,6,1
20230518104542.pol,1684406742,6.9181455,134.1804852,6.142,1.566,-5.938,3549.0,87.527,14.9355,1598.37,240.70,3594.9,89.241,107,20,7,1
20230518104612.pol,1684406772,6.9166077,134.1808956,5.659,1.439,-5.476,3591.1,90.288,14.9355,1656.17,243.75,3640.6,91.781,115,20,8,1
20230518104642.pol,1684406802,6.9152098,134.1812711,5.015,1.323,-4.894,3636.7,92.737,14.9355,1714.41,246.85,3686.8,94.340,127,25,8,0
20230518104712.pol,1684406832,6.9139672,134.1816098,4.538,1.146,-4.347,3683.2,94.859,14.9355,1753.78,250.03,3734.3,96.070,91,18,7,1
20230518104742.pol,1684406862,6.9128602,134.1818920,4.004,0.960,-3.900,3726.7,96.707,14.9355,1799.52,252.89,3777.1,98.081,92,18,7,1
20230518104812.pol,1684406892,6.9118722,134.1821478,3.564,0.760,-3.490,3769.1,98.317,14.9355,1831.16,255.59,3817.4,99.471,98,19,73,0
20230518104842.pol,1684406922,6.9109744,134.1822307,3.131,-0.205,-3.115,3793.9,99.791,14.9355,1864.28,254.82,3805.9,100.926,87,17,8,1
20230518104912.pol,1684406952,6.9102227,134.1820466,2.695,-1.059,-2.424,3789.0,101.090,14.9355,1884.61,253.25,3782.4,101.820,108,20,8,1
20230518104943.pol,1684406983,6.9096509,134.1816963,2.133,-1.368,-1.654,3763.9,102.155,14.9355,1902.10,253.80,3790.7,102.588,119,15,92,0
20230518105013.pol,1684407013,6.9093172,134.1813174,1.543,-1.347,-0.819,3731.1,102.848,14.9355,1916.53,248.07,3705.0,103.223,139,27,9,0
20230518105043.pol,1684407043,6.9091753,134.1809722,1.108,-1.149,-0.281,3697.5,103.218,14.9355,1922.80,251.95,3762.9,103.498,103,38,66,0
20230518105113.pol,1684407073,6.9091470,134.1807058,0.920,-0.898,-0.034,3669.6,103.371,14.9355,1917.02,245.51,3666.8,103.244,130,27,7,0
20230518105143.pol,1684407103,6.9091573,134.1804987,0.681,-0.608,0.081,3647.0,103.436,14.9355,1923.56,245.23,3662.6,103.532,119,26,7,0
20230518105213.pol,1684407133,6.9091742,134.1803852,0.365,-0.274,0.035,3634.4,103.453,14.9355,1921.11,244.79,3656.1,103.424,126,28,6,0
20230518105243.pol,1684407163,6.9091698,134.1803925,0.183,0.089,0.020,3635.3,103.458,14.9355,1922.62,245.13,3661.2,103.490,136,25,18,0
20230518105313.pol,1684407193,6.9091751,134.1804076,0.102,-0.027,0.033,3636.8,103.443,14.9355,1913.58,244.82,3656.4,103.093,114,28,6,0
20230518105343.pol,1684407223,6.9091804,134.1804053,0.189,-0.084,0.031,3636.4,103.435,14.9355,1914.67,244.95,3658.5,103.141,84,17,6,1
20230518105413.pol,1684407253,6.9091877,134.1803858,0.113,-0.032,0.016,3634.1,103.430,14.9355,1917.43,245.33,3664.1,103.262,122,37,52,0
20230518105444.pol,1684407284,6.9091890,134.1803918,0.126,0.147,0.013,3634.7,103.426,14.9355,1924.41,244.92,3658.0,103.569,116,24,6,0
20230518105514.pol,1684407314,6.9092085,134.1804418,0.234,0.214,0.076,3639.6,103.372,14.9355,1914.60,246.21,3677.3,103.138,110,23,92,0
20230518105544.pol,1684407344,6.9092167,134.1805158,0.208,0.271,0.031,3647.3,103.329,14.9355,1923.95,248.53,3711.8,103.549,119,62,78,0
20230518105614.pol,1684407374,6.9092381,134.1805948,0.368,0.283,0.165,3655.3,103.261,14.9355,1910.08,246.35,3679.4,102.939,103,24,7,0
20230518105644.pol,1684407404,6.9092871,134.1806618,0.334,0.238,0.197,3661.3,103.151,14.9355,1920.80,245.94,3673.2,103.410,142,55,43,0
20230518105714.pol,1684407434,6.9093435,134.1807223,0.290,0.228,0.212,3666.3,103.032,14.9355,1906.46,247.07,3690.1,102.780,104,21,6,0
20230518105744.pol,1684407464,6.9094041,134.1807819,0.337,0.212,0.235,3671.2,102.906,14.9355,1902.91,247.30,3693.5,102.624,110,20,7,1
20230518105814.pol,1684407494,6.9094672,134.1808424,0.315,0.213,0.247,3676.2,102.776,14.9355,1903.50,247.83,3701.5,102.650,111,26,6,0
20230518105844.pol,1684407524,6.9095321,134.1809069,0.380,0.220,0.252,3681.6,102.642,14.9355,1907.43,248.06,3704.8,102.823,133,30,6,0
20230518105914.pol,1684407554,6.9096007,134.1809702,0.308,0.252,0.252,3686.7,102.502,14.9355,1897.54,248.52,3711.8,102.388,121,26,7,0
20230518105944.pol,1684407584,6.9096697,134.1810366,0.369,0.241,0.259,3692.2,102.361,14.9355,1889.21,249.26,3722.8,102.022,107,19,7,1
20230518110015.pol,1684407615,6.9097341,134.1811039,0.342,0.235,0.213,3698.0,102.228,14.9355,1888.04,249.36,3724.4,101.970,110,21,7,0
20230518110045.pol,1684407645,6.9097892,134.1811670,0.308,0.242,0.181,3703.5,102.112,14.9355,1883.12,249.91,3732.6,101.754,102,19,6,1
20230518110115.pol,1684407675,6.9098358,134.1812317,0.267,0.228,0.162,3709.4,102.011,14.9355,1882.27,250.18,3736.5,101.717,105,25,7,0
20230518110145.pol,1684407705,6.9098773,134.1812934,0.269,0.221,0.138,3715.1,101.919,14.9355,1874.27,250.56,3742.2,101.366,117,38,7,0
20230518110215.pol,1684407735,6.9099134,134.1813536,0.234,0.210,0.121,3720.8,101.838,14.9355,1873.27,250.86,3746.8,101.321,118,24,6,0
20230518110245.pol,1684407765,6.9099460,134.1814073,0.202,0.203,0.107,3725.9,101.764,14.9355,1874.30,251.17,3751.3,101.367,112,27,6,0
20230518110315.pol,1684407795,6.9099791,134.1814594,0.260,0.195,0.145,3730.8,101.691,14.9355,1878.36,251.56,3757.2,101.545,118,23,7,0
20230518110345.pol,1684407825,6.9100240,134.1815147,0.285,0.191,0.183,3735.7,101.597,14.9355,1870.48,251.88,3761.9,101.199,100,24,6,0
20230518110415.pol,1684407855,6.9100765,134.1815680,0.279,0.206,0.205,3740.3,101.491,14.9355,1870.90,252.05,3764.5,101.217,100,19,6,1
20230518110445.pol,1684407885,6.9101358,134.1816260,0.310,0.197,0.242,3745.3,101.372,14.9355,1865.76,253.16,3781.0,100.992,119,21,84,0
20230518110515.pol,1684407915,6.9102029,134.1816851,0.322,0.213,0.260,3750.3,101.241,14.9355,1875.71,252.67,3773.7,101.429,124,27,7,0
20230518110545.pol,1684407945,6.9102753,134.1817433,0.405,0.227,0.270,3755.0,101.101,14.9355,1865.35,252.75,3774.9,100.974,102,40,30,0
20230518110616.pol,1684407976,6.9103543,134.1818079,0.373,0.230,0.295,3760.3,100.949,14.9355,1860.19,253.55,3786.9,100.747,103,19,7,1
20230518110646.pol,1684408006,6.9104348,134.1818733,0.438,0.251,0.301,3765.7,100.794,14.9355,1854.05,253.96,3793.1,100.477,112,23,6,0
20230518110716.pol,1684408036,6.9105177,134.1819401,0.422,0.255,0.309,3771.3,100.635,14.9355,1855.99,254.27,3797.7,100.562,136,29,7,0
20230518110746.pol,1684408066,6.9106003,134.1820114,0.390,0.258,0.310,3777.3,100.476,14.9355,1850.97,254.64,3803.2,100.342,115,27,30,0
20230518110816.pol,1684408096,6.9106834,134.1820807,0.373,0.258,0.307,3783.2,100.317,14.9355,1843.37,255.06,3809.5,100.007,108,25,6,0
20230518110846.pol,1684408126,6.9107651,134.1821552,0.395,0.275,0.302,3789.7,100.160,14.9355,1841.15,255.75,3819.8,99.910,103,20,7,1
20230518110916.pol,1684408156,6.9108462,134.1822275,0.378,0.272,0.297,3796.0,100.004,14.9355,1839.32,256.00,3823.6,99.830,103,24,6,0
20230518110946.pol,1684408186,6.9109272,134.1823007,0.384,0.272,0.299,3802.4,99.849,14.9355,1834.62,256.45,3830.2,99.623,94,17,7,1
20230518111016.pol,1684408216,6.9110086,134.1823767,0.444,0.285,0.304,3809.1,99.693,14.9355,1827.25,256.80,3835.4,99.299,128,29,7,0
20230518111046.pol,1684408246,6.9110902,134.1824543,0.439,0.287,0.304,3816.1,99.537,14.9355,1824.82,257.38,3844.0,99.192,105,21,7,0
20230518111117.pol,1684408277,6.9111745,134.1825362,0.390,0.288,0.307,3823.5,99.376,14.9355,1823.84,258.10,3854.8,99.149,99,19,6,1
20230518111147.pol,1684408307,6.9112576,134.1826134,0.443,0.283,0.312,3830.4,99.219,14.9355,1819.15,258.26,3857.3,98.943,97,20,6,1
20230518111217.pol,1684408337,6.9113409,134.1826920,0.433,0.284,0.314,3837.5,99.061,14.9355,1817.03,258.82,3865.6,98.850,115,27,7,0
20230518111247.pol,1684408367,6.9114258,134.1827694,0.394,0.297,0.314,3844.5,98.902,14.9355,1815.46,259.38,3873.9,98.781,138,28,7,0
20230518111317.pol,1684408397,6.9115124,134.1828512,0.389,0.301,0.314,3851.9,98.740,14.9355,1833.66,252.67,3773.7,99.581,113,53,156,0
20230518111347.pol,1684408427,6.9115812,134.1829413,0.411,0.303,0.227,3860.6,98.605,14.9355,1807.40,260.23,3886.7,98.427,93,18,7,1
20230518111417.pol,1684408457,6.9116392,134.1830130,0.268,0.134,0.216,3867.5,98.493,14.9355,1809.35,260.61,3892.3,98.512,113,27,6,0
20230518111447.pol,1684408487,6.9116881,134.1830565,0.200,0.157,0.161,3871.4,98.403,14.9355,1808.20,261.04,3898.8,98.462,111,27,7,0
20230518111517.pol,1684408517,6.9117259,134.1830942,0.149,0.142,0.113,3874.9,98.332,14.9355,1798.95,261.11,3899.9,98.055,101,20,6,1
20230518111547.pol,1684408547,6.9117556,134.1831272,0.156,0.134,0.092,3878.1,98.276,14.9355,1798.22,261.29,3902.5,98.023,126,27,7,0
20230518111617.pol,1684408577,6.9117789,134.1831633,0.190,0.110,0.088,3881.6,98.229,14.9355,1798.80,261.51,3905.8,98.049,92,23,7,0
20230518111648.pol,1684408608,6.9118002,134.1831968,0.151,0.111,0.069,3885.0,98.187,14.9355,1796.88,261.86,3911.0,97.964,109,22,6,0
20230518111718.pol,1684408638,6.9118185,134.1832304,0.176,0.107,0.122,3888.3,98.150,14.9355,1799.23,262.01,3913.3,98.068,135,27,7,0
20230518111748.pol,1684408668,6.9118788,134.1832742,0.376,0.194,0.320,3892.2,98.042,14.9355,1798.56,262.20,3916.1,98.038,118,28,7,0
20230518111818.pol,1684408698,6.9119851,134.1833309,0.516,0.203,0.428,3896.8,97.856,14.9355,1784.44,262.63,3922.5,97.418,87,16,8,1
20230518111848.pol,1684408728,6.9120949,134.1833844,0.421,0.197,0.387,3901.0,97.667,14.9355,1782.78,262.95,3927.2,97.345,103,20,7,1
20230518111918.pol,1684408758,6.9121955,134.1834357,0.361,0.158,0.366,3905.1,97.493,14.9355,1775.26,263.12,3929.8,97.014,103,20,8,1
20230518111948.pol,1684408788,6.9122887,134.1834777,0.387,0.143,0.350,3908.4,97.333,14.9355,1776.50,263.47,3935.0,97.069,120,22,8,0
20230518112018.pol,1684408818,6.9123894,134.1835233,0.478,0.189,0.445,3912.0,97.161,14.9355,1774.60,263.97,3942.5,96.985,100,16,8,1
20230518112048.pol,1684408848,6.9125334,134.1835794,0.670,0.236,0.612,3916.2,96.917,14.9355,1760.51,263.98,3942.6,96.366,67,13,6,1
20230518112118.pol,1684408878,6.9127205,134.1836441,0.788,0.250,0.744,3920.8,96.602,14.9355,1758.32,264.31,3947.6,96.270,101,19,7,1
20230518112148.pol,1684408908,6.9129200,134.1837105,0.786,0.229,0.735,3925.6,96.268,14.9355,1748.72,264.80,3954.9,95.848,111,22,6,0
20230518112219.pol,1684408939,6.9131231,134.1837789,0.797,0.251,0.724,3930.7,95.928,14.9355,1743.86,264.86,3955.8,95.634,86,17,6,1
20230518112249.pol,1684408969,6.9133155,134.1838473,0.755,0.253,0.710,3936.1,95.607,14.9355,1735.83,265.25,3961.6,95.281,104,20,7,1
20230518112319.pol,1684408999,6.9135068,134.1839191,0.749,0.251,0.710,3942.0,95.287,14.9355,1728.95,264.93,3956.9,94.979,99,19,89,0
20230518112349.pol,1684409029,6.9136975,134.1839896,0.754,0.256,0.704,3947.8,94.970,14.9355,1725.88,266.11,3974.5,94.844,116,25,7,0
20230518112419.pol,1684409059,6.9138857,134.1840618,0.716,0.250,0.698,3954.0,94.658,14.9355,1710.94,266.57,3981.4,94.188,98,18,7,1
20230518112449.pol,1684409089,6.9140720,134.1841350,0.720,0.268,0.696,3960.5,94.349,14.9355,1706.03,266.99,3987.6,93.972,118,29,6,0
20230518112519.pol,1684409119,6.9142576,134.1842077,0.758,0.271,0.678,3967.0,94.043,14.9355,1696.59,267.52,3995.5,93.557,109,27,7,0
20230518112549.pol,1684409149,6.9144399,134.1842811,0.706,0.274,0.676,3973.7,93.743,14.9355,1698.23,267.38,3993.5,93.629,112,26,60,0
20230518112619.pol,1684409179,6.9146197,134.1843542,0.708,0.263,0.652,3980.5,93.448,14.9355,1683.03,268.23,4006.1,92.961,99,58,9,0
20230518112649.pol,1684409209,6.9147951,134.1844281,0.750,0.279,0.644,3987.5,93.161,14.9355,1678.90,269.02,4017.9,92.780,87,16,6,1
20230518112720.pol,1684409240,6.9149745,134.1845051,0.695,0.290,0.637,3995.0,92.868,14.9355,1673.18,269.17,4020.1,92.528,90,16,7,1
20230518112750.pol,1684409270,6.9151476,134.1845703,0.691,0.220,0.633,4001.2,92.587,14.9355,1665.67,269.47,4024.6,92.198,96,18,7,1
20230518112820.pol,1684409300,6.9153154,134.1846373,0.705,0.288,0.604,4007.8,92.315,14.9355,1658.33,270.30,4037.1,91.876,92,17,7,1
20230518112850.pol,1684409330,6.9154659,134.1847391,0.662,0.414,0.537,4018.4,92.070,14.9355,1652.17,271.37,4053.0,91.605,126,27,7,0
20230518112920.pol,1684409360,6.9156029,134.1848645,0.720,0.483,0.496,4031.8,91.847,14.9355,1647.59,272.25,4066.1,91.404,102,19,7,1
20230518112950.pol,1684409390,6.9157335,134.1849970,0.638,0.474,0.491,4046.0,91.634,14.9355,1641.96,273.17,4080.0,91.157,110,27,7,0
20230518113020.pol,1684409420,6.9158634,134.1851287,0.699,0.505,0.471,4060.1,91.424,14.9355,1642.09,274.34,4097.4,91.162,134,27,7,0
20230518113050.pol,1684409450,6.9159829,134.1852789,0.674,0.559,0.426,4076.4,91.232,14.9355,1633.67,275.27,4111.2,90.792,116,27,7,0
20230518113120.pol,1684409480,6.9160991,134.1854250,0.620,0.523,0.434,4092.3,91.046,14.9355,1634.48,276.14,4124.3,90.828,129,30,7,0
20230518113150.pol,1684409510,6.9162210,134.1855427,0.631,0.400,0.462,4105.1,90.853,14.9355,1628.13,276.98,4136.9,90.549,91,19,6,1
20230518113220.pol,1684409540,6.9163465,134.1856457,0.631,0.385,0.469,4116.3,90.656,14.9355,1620.52,277.44,4143.8,90.214,89,20,7,1
20230518113251.pol,1684409571,6.9164754,134.1857521,0.621,0.363,0.461,4127.9,90.455,14.9355,1620.05,278.39,4157.9,90.194,116,27,7,0
20230518113321.pol,1684409601,6.9165990,134.1858655,0.591,0.380,0.459,4140.3,90.264,14.9355,1615.00,279.05,4167.8,89.972,92,17,7,1
20230518113351.pol,1684409631,6.9167293,134.1859530,0.610,0.339,0.506,4150.0,90.063,14.9355,1615.18,280.14,4184.1,89.980,112,26,10,0
20230518113421.pol,1684409661,6.9168755,134.1860389,0.644,0.306,0.572,4159.5,89.838,14.9355,1604.44,280.49,4189.3,89.508,126,29,7,0
20230518113451.pol,1684409691,6.9170371,134.1861195,0.681,0.308,0.617,4168.5,89.591,14.9355,1600.13,281.17,4199.4,89.318,121,27,7,0
20230518113521.pol,1684409721,6.9172110,134.1861983,0.740,0.291,0.668,4177.3,89.327,14.9355,1597.32,281.72,4207.6,89.195,109,23,6,0
20230518113551.pol,1684409751,6.9173970,134.1862766,0.765,0.286,0.712,4186.3,89.045,14.9355,1586.63,282.25,4215.6,88.725,130,26,7,0
20230518113621.pol,1684409781,6.9175935,134.1863516,0.816,0.207,0.755,4195.0,88.748,14.9355,1579.96,282.75,4223.0,88.432,108,19,7,1
20230518113651.pol,1684409811,6.9177973,134.1864128,0.795,0.265,0.755,4202.3,88.441,14.9355,1572.42,283.51,4234.4,88.101,85,17,7,1
20230518113721.pol,1684409841,6.9180031,134.1864938,0.853,0.369,0.752,4212.0,88.132,14.9355,1566.98,284.47,4248.8,87.862,114,26,7,0
20230518113751.pol,1684409871,6.9182043,134.1866061,0.848,0.476,0.730,4225.1,87.834,14.9355,1559.80,285.49,4263.9,87.546,100,17,8,1
20230518113822.pol,1684409902,6.9183912,134.1867644,0.824,0.593,0.621,4243.5,87.563,14.9355,1553.63,286.93,4285.5,87.275,113,19,8,1
20230518113852.pol,1684409932,6.9185516,134.1869225,0.807,0.572,0.570,4261.7,87.333,14.9355,1549.89,287.88,4299.7,87.110,107,19,8,1
20230518113922.pol,1684409962,6.9186972,134.1870802,0.815,0.628,0.484,4279.9,87.127,14.9355,1544.48,289.12,4318.2,86.873,96,15,8,1
20230518113952.pol,1684409992,6.9188262,134.1872314,0.696,0.490,0.473,4297.3,86.947,14.9355,1538.54,290.14,4333.4,86.611,112,39,119,0
20230518114022.pol,1684410022,6.9189496,134.1873627,0.664,0.476,0.431,4312.6,86.775,14.9355,1537.10,291.27,4350.3,86.548,100,19,7,1
20230518114052.pol,1684410052,6.9190607,134.1874948,0.622,0.520,0.376,4327.9,86.622,14.9355,1533.24,292.20,4364.2,86.379,98,19,7,1
20230518114122.pol,1684410082,6.9191736,134.1876181,0.643,0.464,0.448,4342.2,86.467,14.9355,1526.55,293.16,4378.5,86.085,109,27,8,0
20230518114152.pol,1684410112,6.9193020,134.1877407,0.648,0.444,0.510,4356.6,86.291,14.9355,1507.81,287.55,4294.7,85.261,155,57,99,0
20230518114222.pol,1684410142,6.9194466,134.1878620,0.716,0.461,0.557,4371.1,86.091,14.9355,1508.59,282.54,4219.9,85.295,139,39,95,0
20230518114252.pol,1684410172,6.9195974,134.1879959,0.732,0.407,0.597,4387.0,85.886,14.9355,1514.70,296.20,4423.9,85.564,120,25,7,0
20230518114322.pol,1684410202,6.9197635,134.1881087,0.776,0.426,0.631,4400.8,85.657,14.9355,1510.04,296.75,4432.1,85.359,93,23,7,0
20230518114352.pol,1684410232,6.9199370,134.1882255,0.754,0.416,0.667,4415.2,85.420,14.9355,1511.09,297.65,4445.5,85.405,117,24,7,0
20230518114423.pol,1684410263,6.9201232,134.1883468,0.789,0.425,0.687,4430.2,85.167,14.9355,1489.42,296.59,4429.7,84.453,120,38,33,0
20230518114453.pol,1684410293,6.9203101,134.1884628,0.858,0.415,0.713,4444.8,84.913,14.9355,1495.25,299.92,4479.4,84.709,91,17,8,1
20230518114523.pol,1684410323,6.9204997,134.1885827,0.784,0.448,0.712,4459.9,84.658,14.9355,1489.19,300.55,4488.8,84.443,109,25,7,0
20230518114553.pol,1684410353,6.9206925,134.1887010,0.806,0.469,0.710,4475.0,84.400,14.9355,1490.87,292.72,4371.9,84.517,104,30,86,0
20230518114623.pol,1684410383,6.9208840,134.1888268,0.864,0.467,0.713,4491.0,84.147,14.9355,1478.59,301.94,4509.6,83.977,98,44,48,0
20230518114653.pol,1684410413,6.9210756,134.1889550,0.854,0.470,0.720,4507.3,83.896,14.9355,1464.98,298.53,4458.6,83.379,114,29,88,0
20230518114723.pol,1684410443,6.9212696,134.1890815,0.842,0.473,0.709,4523.5,83.643,14.9355,1464.13,298.80,4462.8,83.342,119,21,82,0
20230518114753.pol,1684410473,6.9214623,134.1892105,0.896,0.473,0.713,4540.1,83.393,14.9355,1441.39,301.45,4502.3,82.342,137,75,83,0
20230518114823.pol,1684410503,6.9216546,134.1893360,0.863,0.451,0.709,4556.4,83.146,14.9355,1453.85,307.50,4592.7,82.890,109,19,7,1
20230518114853.pol,1684410533,6.9218440,134.1894629,0.791,0.459,0.698,4572.9,82.905,14.9355,1449.03,308.49,4607.4,82.678,99,18,7,1
20230518114924.pol,1684410564,6.9220437,134.1895910,0.814,0.470,0.707,4589.7,82.651,14.9355,1442.75,309.51,4622.7,82.402,106,20,8,1
